id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
66	TPRG1L_ENSG00000158109	0.0950914267585586	0	0.0961198017062865	Inf	Inf	5.31421161160017e-24	2.78873742894268e-22
67	WRAP73_ENSG00000116213	0.259088215593508	0.264693402329658	0.259027597787957	0.978594840325318	-0.0312164187551785	0.124981281989189	0.331806688562746
68	TP73_ENSG00000078900	0.00732795397744611	0	0.00740720280718175	Inf	Inf	0.040397308759822	0.130173724174832
69	TP73-AS1_ENSG00000227372	0.0957104785650081	0.18412058961781	0.0947543593181764	0.514632065402699	-0.958386744391168	0.47724336821796	0.913080872254226
70	SMIM1_ENSG00000235169	0.0897247569521583	0.0717377774799299	0.0899192787897736	1.25344388895977	0.325897414655006	0.00516293719941307	0.0219170668286952
71	LRRC47_ENSG00000130764	0.46818781655747	0.569820446249203	0.467088701171263	0.819712076402026	-0.286810842340179	0.130876983016277	0.344023811181195
72	CEP104_ENSG00000116198	0.125523592359252	0.211293221031978	0.124596028851062	0.589683039723291	-0.761988394468375	0.00030761310304595	0.00174514645550926
73	DFFB_ENSG00000169598	0.0531774089223152	0.143205590236062	0.0522037909063859	0.364537381678554	-1.45586133082344	0.0261161183878716	0.0902188039501333
74	C1orf174_ENSG00000198912	0.418910831664042	0.600793586529667	0.416943843945975	0.693988506692201	-0.527016324699774	0.000367634259434133	0.00204422075313793
75	NPHP4_ENSG00000131697	0.0299788010017364	0.0192309333973497	0.0300950348007508	1.56492845037352	0.646096697636482	0.120924422835859	0.323241842744714
76	KCNAB2_ENSG00000069424	0.0102092702955308	0	0.0103196793845979	Inf	Inf	0.00509576176991594	0.0216500215788307
77	CHD5_ENSG00000116254	0.0101252536656234	0	0.0102347541491481	Inf	Inf	0.00379893954338379	0.0167184779408556
78	RP1-120G22.11_ENSG00000226944	0.00396997037204047	0	0.00401290398038977	Inf	Inf	0.227590335626421	0.526959161719637
79	RNF207_ENSG00000158286	0.021621740563617	0	0.0218555708581014	Inf	Inf	2.1352745437647e-05	0.000148946369902397
80	ICMT_ENSG00000116237	0.714214299431253	0.647224452951707	0.714938767264159	1.10462261430889	0.143553568296854	1	1
81	LINC00337_ENSG00000225077	0.0621987358029103	0	0.0628713897304033	Inf	Inf	8.44333900229917e-15	1.88650682218037e-13
82	GPR153_ENSG00000158292	0.0314810378137073	0	0.0318214923816916	Inf	Inf	1.06062831231364e-09	1.36014497317841e-08
83	ACOT7_ENSG00000097021	1.29983057264423	1.85109292571976	1.29386889541577	0.698975657806413	-0.516685881022664	0.38977321625247	0.785802112836555
84	RP1-202O8.3_ENSG00000271746	0.00598639905073866	0	0.00605113951179529	Inf	Inf	0.0921844469111805	0.259238555132751
85	HES2_ENSG00000069812	0.00627786656297033	0	0.0063457591261446	Inf	Inf	0.0396888924847094	0.128325273978226
86	ESPN_ENSG00000187017	0.110242399339557	0.188036876906581	0.109401083833748	0.581806535151612	-0.781388593262017	0.108906194476296	0.297662754106632
87	TNFRSF25_ENSG00000215788	0.0316581410444321	0.0817139545731418	0.0311168078625065	0.380801639390172	-1.3928884052778	0.942597128264852	1
88	PLEKHG5_ENSG00000171680	0.0413231294179707	0	0.0417700221874214	Inf	Inf	5.61375631584453e-10	7.45060353632844e-09
89	NOL9_ENSG00000162408	0.165072078322456	0.189288220620785	0.164810190632691	0.870683818000846	-0.199779184348623	1	1
90	ZBTB48_ENSG00000204859	0.0652357379405152	0.0853749274660805	0.0650179408300751	0.761557787043588	-0.392974582248194	0.342247476163928	0.71595515174969
91	KLHL21_ENSG00000162413	0.0727560148620474	0.0238768932610779	0.0732846226013025	3.06926959885376	1.61789537498217	1	1
92	PHF13_ENSG00000116273	0.127122388412922	0.141011359223505	0.12697218486547	0.900439408318999	-0.151298896222525	1	1
93	THAP3_ENSG00000041988	0.112530327324543	0.117194916632502	0.112479881696065	0.959767581462405	-0.0592430116241495	0.00932593312428849	0.0370676214997851
94	DNAJC11_ENSG00000007923	0.295757425358767	0.41736519600612	0.294442286980411	0.705478774459414	-0.503325417369991	0.000359141250292974	0.00200398054072187
95	RP11-312B8.1_ENSG00000237436	0.00327969083202161	0	0.00331515934903637	Inf	Inf	0.348725390975104	0.724565793465204
96	CAMTA1_ENSG00000171735	2.05880430817839	3.69268452296551	2.04113456088622	0.552750864091426	-0.85529871954158	0.166057242925001	0.413084546449795
97	VAMP3_ENSG00000049245	0.197586217947531	0.226712922865991	0.197271224528365	0.870136655796067	-0.200686099492688	2.68523705484128e-05	0.000183301612049135
98	PER3_ENSG00000049246	0.0163249333201894	0	0.0165014808074034	Inf	Inf	0.000366303349090138	0.00203876356826465
99	PARK7_ENSG00000116288	7.84450490264772	10.9742892149434	7.81065756342618	0.711723320795172	-0.490611585849076	0.441597791370294	0.860806053086633
100	ERRFI1_ENSG00000116285	0.252222078292014	0.308085337975741	0.251617939951519	0.816715075130685	-0.292095237312259	0.0745378547808739	0.217267019426143
101	SLC45A1_ENSG00000162426	0.00557762297458096	0	0.0056379426893066	Inf	Inf	0.118076581549689	0.317145725545972
102	RERE_ENSG00000142599	0.398105476527644	0.0787280092289611	0.401559413411699	5.10059148382454	2.35066455714311	1	1
103	ENO1_ENSG00000074800	11.6823874931139	26.6730382520151	11.5202697269168	0.431906917317395	-1.21120767230032	1	1
104	ENO1-AS1_ENSG00000230679	0.00541401051774849	0	0.00547256083056821	Inf	Inf	0.122778913802604	0.327108368094564
105	GPR157_ENSG00000180758	0.010995720240512	0	0.01111463446457	Inf	Inf	0.00196500911263551	0.00931306903561327
106	RP3-510D11.2_ENSG00000234546	0.0199191965874079	0	0.0201346145640607	Inf	Inf	7.22184092124061e-05	0.000457909492116659
107	H6PD_ENSG00000049239	0.0163091170101304	0	0.01648549345041	Inf	Inf	0.000151485054615457	0.000909879923298337
108	SPSB1_ENSG00000171621	0.0224498195341456	0	0.0226926051645321	Inf	Inf	6.2231761830766e-06	4.75470927435925e-05
109	SLC25A33_ENSG00000171612	0.772493158681349	0.905099621990089	0.771059073933417	0.851905199383522	-0.231235199634401	3.0264735417643e-07	2.83341152651208e-06
110	TMEM201_ENSG00000188807	0.0701719755427323	0	0.0709308568019645	Inf	Inf	7.94415464807465e-18	2.36002046742523e-16
111	PIK3CD_ENSG00000171608	0.022409983345708	0	0.0226523381639845	Inf	Inf	8.66015718055539e-06	6.48008853196061e-05
112	RP11-558F24.4_ENSG00000231789	0.116926625815063	0.0537229383540013	0.117610147884345	2.18919797553451	1.13040242752334	0.598624869348726	1
113	CLSTN1_ENSG00000171603	0.272273008451698	0.116225242345216	0.273960601316618	2.35715233445495	1.2370449979012	1	1
114	CTNNBIP1_ENSG00000178585	0.927365623062955	1.39507460456347	0.922307541427229	0.66111700292604	-0.597022475796735	0.00343161875996482	0.0153046167396474
115	LZIC_ENSG00000162441	0.239666158052889	0.486158282652479	0.2370004463858	0.487496469447617	-1.03653632428944	0.00681754612173271	0.028074422632938
116	NMNAT1_ENSG00000173614	0.0141849417046048	0.0298460450929234	0.0140155732670146	0.469595660777772	-1.09050901736638	3.34182615447901e-24	1.79502197449171e-22
117	RBP7_ENSG00000162444	0.0598420488982019	0.0457605529843712	0.0599943345260229	1.31104915944772	0.390721782250568	0.630929401073107	1
118	UBE4B_ENSG00000130939	0.178218763065075	0.042855554371994	0.179682660888561	4.19275082358947	2.06789709294277	1	1
119	KIF1B_ENSG00000054523	0.255617892232262	0.117629002743289	0.257110185721301	2.18577204367203	1.12814294876258	1	1
120	PGD_ENSG00000142657	1.12475905394787	1.9197032076815	1.11616205755808	0.58142428115548	-0.782336773032873	1	1
121	RP4-736L20.3_ENSG00000271989	0.00337673452723514	0	0.00341325253218372	Inf	Inf	0.383407640912845	0.777192134114691
122	APITD1_ENSG00000175279	0.432146603198802	0.747288861078904	0.428738468375069	0.573725222875763	-0.801568149813849	1	1
123	APITD1-CORT_ENSG00000251503	0.00471486426342785	0	0.00476585359501878	Inf	Inf	0.183179064142544	0.446077791217525
124	CORT_ENSG00000241563	0.00314567960695101	0	0.00317969884729305	Inf	Inf	0.381487231429732	0.774787663863681
125	DFFA_ENSG00000160049	0.953128355153678	0.632143261287408	0.956599677862552	1.51326405966009	0.597663755117272	1	1
126	PEX14_ENSG00000142655	0.127815439760823	0.0578872685880623	0.128571684375357	2.22107015085302	1.15125496005711	1	1
127	CASZ1_ENSG00000130940	0.0168834559078826	0	0.0170660435887975	Inf	Inf	0.000173724218864346	0.00102950314396096
128	TARDBP_ENSG00000120948	0.624080663527508	0.857870430204637	0.621552322674064	0.724529370391981	-0.464883921102373	1	1
129	RP4-635E18.8_ENSG00000271895	0.0116108404479323	0	0.0117364069458358	Inf	Inf	0.00473452982693698	0.0202873903650619
130	SRM_ENSG00000116649	2.15123230220044	2.66469115980838	2.14567945433758	0.805226319170088	-0.312533766746815	0.243002219437732	0.55441720734691
131	EXOSC10_ENSG00000171824	0.225557765533191	0.512641438023144	0.222453072852114	0.43393502037202	-1.20444907250719	0.00172978821399189	0.0083470391342446
132	RP4-635E18.6_ENSG00000230337	0.030191164844947	0.0960823803088669	0.0294785782578251	0.3068052452808	-1.7046049468708	0.105195509746038	0.289242324539562
133	MTOR_ENSG00000198793	0.196740207011116	0.0467536162304714	0.198362250740101	4.24271461189818	2.08498763836316	1	1
134	UBIAD1_ENSG00000120942	0.1989486515128	0.136257942252893	0.199626625932322	1.46506414695312	0.550963833565695	1	1
135	PTCHD2_ENSG00000204624	0.00463327912490449	0	0.00468338614653937	Inf	Inf	0.161156269823468	0.404044201021516
136	FBXO2_ENSG00000116661	0.804182813251912	0.681078492456342	0.805514136208971	1.18270382214515	0.242088832916581	1	1
137	FBXO44_ENSG00000132879	0.0973635172875374	0.101748199504791	0.0973160987399388	0.956440499326541	-0.0642528743521387	0.00371581133533736	0.0163842836463894
138	FBXO6_ENSG00000116663	0.0133035360170144	0	0.0134474083262482	Inf	Inf	2.17961845476419e-05	0.000151641749711527
139	MAD2L2_ENSG00000116670	3.68147048111239	4.55074454524724	3.67206963709587	0.806916231088152	-0.309509185035585	5.37514757889395e-08	5.62293307056362e-07
140	DRAXIN_ENSG00000162490	0.176103176199576	0.0508252299364757	0.17745800602842	3.49153375695923	1.80386092110029	1	1
141	AGTRAP_ENSG00000177674	1.0141591270769	0.69161041414005	1.01764735968749	1.47141705631028	0.557206219938895	1	1
142	C1orf167_ENSG00000215910	0.0149568260296998	0.014149119150386	0.0149655610497548	1.05770266620071	0.0809341243466106	0.511433668299387	0.960322658943046
143	MTHFR_ENSG00000177000	0.0619527284197017	0.0384615597335392	0.0622067758159095	1.61737527668864	0.693654463599222	1	1
144	CLCN6_ENSG00000011021	0.0549224191540068	0	0.0555163826883852	Inf	Inf	3.6669317519229e-13	6.89841535830495e-12
145	NPPA-AS1_ENSG00000242349	0.00550008897992652	0	0.00555957019616268	Inf	Inf	0.156865304033834	0.39583552598098
146	NPPB_ENSG00000120937	0.00496288640769072	0	0.00501655799748657	Inf	Inf	0.976637871440362	1
147	KIAA2013_ENSG00000116685	0.170582802589514	0.0163259347849725	0.172251027620651	10.550760485654	3.39927508522647	1	1
148	PLOD1_ENSG00000083444	0.11174878732137	0.0288462849476298	0.11264534402949	3.90502084528376	1.9653302495983	1	1
149	MFN2_ENSG00000116688	0.186601233385629	0.131343870840605	0.187198819196	1.42525736448851	0.511222456081468	1	1
150	MIIP_ENSG00000116691	0.482645829926454	0.281265922043049	0.484823671392319	1.7237199155542	0.785525372299361	1	1
151	TNFRSF8_ENSG00000120949	0.0865152082290475	0.0303938245602384	0.08712213807503	2.86644209261523	1.51926113424647	1	1
152	TNFRSF1B_ENSG00000028137	0.00291935949502003	0	0.00295093117577431	Inf	Inf	0.320507985563659	0.682284166798045
153	VPS13D_ENSG00000048707	0.0477974261869689	0.0238768932610779	0.0480561169820891	2.01266205182674	1.00910494817362	1	1
154	DHRS3_ENSG00000162496	0.110506118323307	0.177779219131781	0.109778587210507	0.617499546609732	-0.695490017467993	0.28068088422551	0.61949393276834
155	RP11-474O21.5_ENSG00000272482	0.00188947144074251	0	0.00190990530276711	Inf	Inf	1	1
156	PDPN_ENSG00000162493	1.63752182123718	1.00605477152713	1.6443508795064	1.63445463014939	0.708809330750371	1	1
157	PRDM2_ENSG00000116731	0.111065840978052	0.0866954667659034	0.11132939662298	1.28414322889101	0.360806124646067	1	1
158	KAZN_ENSG00000189337	0.0533332382403788	0	0.053910015432153	Inf	Inf	1.74533080172998e-13	3.38314243985399e-12
159	TMEM51_ENSG00000171729	0.0846559358045212	0.147093267041178	0.083980701564848	0.570935048586134	-0.808601465608487	0.00366233905715103	0.0161842922378754
160	FHAD1_ENSG00000142621	0.00705393062561865	0	0.00713021600470771	Inf	Inf	0.368052539129517	0.754406033243375
161	EFHD2_ENSG00000142634	0.123828238790488	0.0198974428214357	0.124952207906477	6.2798123873418	2.65072145849672	1	1
162	CASP9_ENSG00000132906	0.0700631197564986	0.16490976133382	0.0690373920605424	0.41863738994075	-1.25622692549837	0.306197615721292	0.659213301430738
163	DNAJC16_ENSG00000116138	0.041878109117948	0	0.0423310037662159	Inf	Inf	1.39813235073771e-10	1.97558949435949e-09
164	AGMAT_ENSG00000116771	0.0684535612112751	0.0993595709322255	0.0681193253372888	0.685583932158421	-0.544594797086606	0.599984589789627	1
165	DDI2_ENSG00000197312	0.160186045930417	0.0628131714913225	0.161239093803131	2.56696310622376	1.36006256087222	1	1
166	PLEKHM2_ENSG00000116786	0.108338165416837	0.0514986909049764	0.108952861122039	2.11564331456648	1.08109641777236	1	1
167	SLC25A34_ENSG00000162461	0.00183689721342582	0	0.00185676250665183	Inf	Inf	0.332019759155419	0.700160108103953
168	TMEM82_ENSG00000162460	0.00490422328403748	0	0.0049572604561074	Inf	Inf	0.10600253963899	0.291260508932278
169	FBLIM1_ENSG00000162458	0.318612643096481	0.0977113186468973	0.321001600710511	3.28520385514932	1.71598289617559	1	1
170	RP11-169K16.9_ENSG00000179743	0.196353531570911	0.126776967165655	0.19710597370184	1.55474592986823	0.636678840376967	1	1
171	SPEN_ENSG00000065526	0.0985968708487714	0.032651869569945	0.099310039107517	3.04148094475205	1.60477396557838	1	1
172	ZBTB17_ENSG00000116809	0.0843586385777751	0.0606395606277031	0.0846151507196004	1.39537869080377	0.480656707146327	1	1
173	CLCNKA_ENSG00000186510	0.00153897733226955	0	0.00155562074364296	Inf	Inf	0.881805296534375	1
174	CLCNKB_ENSG00000184908	0.00318551723686489	0	0.00321996730490588	Inf	Inf	0.342189262922341	0.715927253954113
175	FAM131C_ENSG00000185519	0.00652960533631791	0	0.0066002203515229	Inf	Inf	0.0528609055904073	0.163112190886609
176	EPHA2_ENSG00000142627	0.0816548915137397	0.0842216158724068	0.0816271334379788	0.969194577810541	-0.0451417612781747	1	1
177	ARHGEF19_ENSG00000142632	0.122960543792683	0.0521868196195993	0.123725932717616	2.37082722456513	1.24539052939714	1	1
178	RSG1_ENSG00000132881	0.0160601351038062	0	0.0162338189064461	Inf	Inf	0.000340052795103308	0.00190546618907028
179	FBXO42_ENSG00000037637	0.059971086520264	0.0886012172963262	0.0596614633476615	0.673370695891504	-0.570527156335265	1	1
180	SZRD1_ENSG00000055070	0.590964394206532	0.939023500194115	0.587200277112832	0.625330757953817	-0.677308614490854	0.488443222804164	0.92930162704249
181	NECAP2_ENSG00000157191	0.313554463009757	0.285614610191418	0.313856621108137	1.09888153444878	0.136035864107497	1	1
182	RP4-798A10.2_ENSG00000226029	0.00321747281638764	0	0.00325226847097141	Inf	Inf	0.409450834309362	0.813851128798561
183	RP4-798A10.7_ENSG00000261135	0.00475188233234038	0	0.00480327199922945	Inf	Inf	0.076467015670375	0.221675141012083
184	RP4-798A10.4_ENSG00000224174	0.00220843106973427	0	0.00223231434989227	Inf	Inf	0.59558328326507	1
185	NBPF1_ENSG00000219481	0.0885925682326436	0.0596928050269346	0.0889051073698623	1.48937727636935	0.574709251437289	0.244692319286005	0.557574142203918
186	CROCCP2_ENSG00000215908	0.0598226185023808	0	0.0604695756916081	Inf	Inf	4.99846078167658e-21	1.94015680900454e-19
187	CROCC_ENSG00000058453	0.0699664290670365	0	0.0707230874250734	Inf	Inf	2.75246668652134e-18	8.44425020193749e-17
188	U1_ENSG00000228549	0.00338178136631094	0	0.00341835395076314	Inf	Inf	0.336814811724869	0.707466318821176
189	RP11-108M9.4_ENSG00000238142	0.0702362896793731	0.0832747204822025	0.0700952843747692	0.841735450673172	-0.248561215481983	1	1
190	RP11-108M9.6_ENSG00000272426	0.00290916739134233	0	0.0029406288486575	Inf	Inf	0.443332368674553	0.863339999690569
191	MFAP2_ENSG00000117122	0.0107176892522533	0.0192942477855611	0.010624937274141	0.550679010253625	-0.860716475285642	0.726352017352768	1
192	ATP13A2_ENSG00000159363	0.180985697261695	0.025641176293623	0.182665684817628	7.12391985164336	2.83267128534926	1	1
193	SDHB_ENSG00000117118	1.29775397008878	1.75389946136464	1.29282094287763	0.737112343869321	-0.440043576528615	1	1
194	PADI2_ENSG00000117115	0.00475093815006511	0	0.00480231760600846	Inf	Inf	0.164205835719384	0.409436651646035
195	RCC2_ENSG00000179051	1.16504523693499	0.389895847749671	1.17342816102981	3.00959388975898	1.58956882493887	1	1
196	ARHGEF10L_ENSG00000074964	0.0571417657262938	0.0140452075846703	0.0576078374031724	4.1016009949222	2.03618715280132	1	1
197	ACTL8_ENSG00000117148	0.0209347735528094	0.0495180695547009	0.0206256568791636	0.416527886984349	-1.26351500609799	1	1
198	IGSF21_ENSG00000117154	0.17811386584022	0.138187871363744	0.178545649165829	1.29205007215035	0.369661981365589	0.355290675372742	0.734380946387841
199	KLHDC7A_ENSG00000179023	0.0445575019256812	0	0.045039373112976	Inf	Inf	2.37414560558915e-10	3.27353023733481e-09
200	ALDH4A1_ENSG00000159423	0.0777386402017873	0	0.078579351849294	Inf	Inf	1.5721860182384e-17	4.55192078928444e-16
201	IFFO2_ENSG00000169991	0.0115897781986664	0	0.0117151169169453	Inf	Inf	2.05428012116958e-05	0.000143799608481871
202	UBR4_ENSG00000127481	0.26275924811331	0.0978236311122135	0.264542959456107	2.70428480775417	1.43524710025059	1	1
203	RP1-43E13.2_ENSG00000230424	0.00692672888533329	0	0.00700163862954679	Inf	Inf	0.0264320584270397	0.0911165215508288
204	EMC1_ENSG00000127463	0.122267174569722	0.081904493189688	0.122703680485863	1.49813124661775	0.58316401935754	1	1
205	MRTO4_ENSG00000053372	1.25456514722022	1.74990241643268	1.2492082769355	0.713873108125716	-0.486260438765941	0.850302023742898	1
206	AKR7A3_ENSG00000162482	0.00349255500439684	0	0.00353032556050809	Inf	Inf	0.0892842145782516	0.252097535427761
207	AKR7A2_ENSG00000053371	0.70380605354168	0.812083049076851	0.702635082052248	0.865225647612003	-0.208851663597842	1	1
208	PQLC2_ENSG00000040487	0.0529800491973095	0	0.0535530067938154	Inf	Inf	1.64645607647159e-13	3.21099190561752e-12
209	CAPZB_ENSG00000077549	2.4291442543455	3.5578036238151	2.41693826417745	0.679334364606026	-0.557806259113107	1	1
