id	baseMean	baseMeanA	baseMeanB	foldChange	log2FoldChange	pval	padj
17	UBE2J2_ENSG00000160087	0.910032931073647	0.899440136673176	0.919947847761556	1.02280052918723	0.0325248121290289	1	1
18	ACAP3_ENSG00000131584	0.0576807996660042	0.0523423111435117	0.062677655730493	1.19745678708462	0.259973594012727	1	1
19	PUSL1_ENSG00000169972	0.671346433734088	0.674605135917832	0.668296269684733	0.990648060773336	-0.0135554806206672	1	1
20	CPSF3L_ENSG00000127054	0.618217665783974	0.633153822431483	0.604237336968091	0.954329446591123	-0.0674407061035522	1	1
21	GLTPD1_ENSG00000224051	0.0987345304340205	0.0963776533727007	0.10094058096452	1.04734424871473	0.066735715701422	1	1
22	DVL1_ENSG00000107404	0.101393239820588	0.0926658343865952	0.109562141671058	1.18233588890996	0.24163994788891	1	1
23	MXRA8_ENSG00000162576	0.0330493580309724	0.0343212495042584	0.0318588602721248	0.928254674066338	-0.107407420346965	0.826399714044703	1
24	AURKAIP1_ENSG00000175756	7.27936707687357	7.22856357600785	7.32691944686155	1.01360655817985	0.0194977640654519	4.84964563809223e-12	3.86831984322427e-09
25	CCNL2_ENSG00000221978	0.352702831607234	0.341784884931342	0.362922092701333	1.06184360017628	0.086571286041871	1	1
26	RP4-758J18.2_ENSG00000224870	0.197249764893638	0.195198637734127	0.199169631751618	1.02034334902941	0.0290547057159291	1	1
27	MRPL20_ENSG00000242485	5.4920749601839	5.57590643289852	5.41360821794701	0.970892945047655	-0.0426158684123888	5.5262213050391e-05	0.00351234296730234
28	RP4-758J18.13_ENSG00000272455	0.00514638040327199	0.00429329272145286	0.00594487539646687	1.38468904455579	0.469562030970877	1	1
29	ANKRD65_ENSG00000235098	0.00441281896543773	0.00408286982671037	0.00472165326336235	1.15645451943459	0.209708529375415	1	1
30	VWA1_ENSG00000179403	0.100719723356428	0.100663306347005	0.100772530002821	1.0010850394228	0.00156453235820795	0.051591346819834	0.483286409757377
31	ATAD3C_ENSG00000215915	0.00254723568491825	0.00144033026745419	0.00358330554341228	2.48783603620706	1.31489140606906	1	1
32	ATAD3B_ENSG00000160072	0.233522129834413	0.218271798609998	0.247796527867323	1.13526589071674	0.183030230814466	0.000716967290186414	0.0248647373485736
33	ATAD3A_ENSG00000197785	0.406554898274839	0.412652579437042	0.400847433518421	0.971392046222695	-0.0418744212929219	1	1
34	SSU72_ENSG00000160075	3.59655117565411	3.5290189340928	3.65976174347165	1.03704791949847	0.0524825591709453	3.39492599377406e-09	1.15232456124846e-06
35	AL645728.1_ENSG00000215014	0.01204711684127	0.0126136234289263	0.0115168634060184	0.913049566677819	-0.131234913035774	1	1
36	C1orf233_ENSG00000228594	0.0989269815484441	0.0887519496379182	0.108450870134935	1.22195479172438	0.289190911211039	1	1
37	RP11-345P4.9_ENSG00000272106	0.0546705384289927	0.0566969520190106	0.0527738036146757	0.930804950449197	-0.103449211207364	0.783623840572623	1
38	MIB2_ENSG00000197530	0.231500518555503	0.225330633581757	0.2372755664962	1.05301069244147	0.074520085797589	0.0135772387047266	0.200553415793059
39	MMP23B_ENSG00000189409	0.0415974651579896	0.0432484254489781	0.040052156798236	0.926095144099225	-0.110767675841538	1	1
40	CDK11B_ENSG00000248333	0.112126513715423	0.121297069343761	0.103542820725709	0.853630028210032	-0.228317168036496	0.70236243495269	1
41	SLC35E2B_ENSG00000189339	0.0930545445465096	0.0832995119173704	0.102185311381884	1.22672161012477	0.294807883669314	1	1
42	CDK11A_ENSG00000008128	0.297629281211434	0.30764425917198	0.288255204045765	0.936975729115177	-0.0939164172682986	0.702245758688663	1
43	SLC35E2_ENSG00000215790	0.0106726938821675	0.00906749414614491	0.0121751700983973	1.3427270977146	0.425166114310166	1	1
44	NADK_ENSG00000008130	0.147604716792241	0.150640097231551	0.144763583184426	0.960989708881478	-0.0574071134462483	0.853822107873054	1
45	GNB1_ENSG00000078369	0.84142977261002	0.797495217227024	0.882552769986748	1.10665587820762	0.146206676514689	1	1
46	RP1-140A9.1_ENSG00000231050	0.00210710685789631	0.00168474466014772	0.0025024403123636	1.4853528677421	0.570805705481923	1	1
47	TMEM52_ENSG00000178821	0.24775264346347	0.238204243242179	0.25669000117266	1.07760465421973	0.107827986986739	0.00422224857879206	0.0888621788620973
48	GABRD_ENSG00000187730	0.00662260989128713	0.00656157165305724	0.00667974203451075	1.0180094629308	0.0257509720814688	0.499698437504917	1
49	PRKCZ_ENSG00000067606	0.153160982307706	0.148683435060219	0.157351992370457	1.05830210545463	0.0817515214278159	1	1
50	RP11-181G12.2_ENSG00000182873	0.00752711963680802	0.00703875224404069	0.00798423433471668	1.13432524088008	0.181834358206961	1	1
51	C1orf86_ENSG00000162585	2.3594129152136	2.30442257333594	2.41088419255024	1.04619882674564	0.0651570572264319	8.42491046244065e-09	2.40004636798778e-06
52	AL590822.1_ENSG00000203301	0.00459709986157832	0.00398072276646255	0.00517403237960557	1.29977209746848	0.378258682733914	0.932530718859024	1
53	SKI_ENSG00000157933	0.134183624491735	0.129222216287435	0.138827531202334	1.07433176113877	0.103439576414465	1	1
54	MORN1_ENSG00000116151	0.0223689380329485	0.0208829581531366	0.0237598237757691	1.13776140341498	0.186198046044883	1	1
55	RER1_ENSG00000157916	1.42831881306262	1.47706353933683	1.38269346797311	0.936109673788246	-0.0952505302910162	1	1
56	PEX10_ENSG00000157911	0.288920089752416	0.268945510509191	0.3076164111937	1.14378712108372	0.19381856615895	0.000380491293759072	0.0153282262862083
57	PANK4_ENSG00000157881	0.0619844101564963	0.0599114251034632	0.0639247361289508	1.06698740713573	0.0935431491988514	1	1
58	RP3-395M20.12_ENSG00000272449	0.0573826815936432	0.0597987788042923	0.0551212006616228	0.921778032324403	-0.117508708894605	1	1
59	FAM213B_ENSG00000157870	0.271746079152506	0.255713510398687	0.286752656027087	1.12138250176929	0.165278463049887	8.51327494580832e-05	0.00503008426705482
60	RP13-436F16.1_ENSG00000237058	0.0068667843974459	0.00588642821397942	0.00778440344262582	1.32243240886536	0.403193986319092	1	1
61	TTC34_ENSG00000215912	0.002078496032126	0.00244290943322711	0.00173740298573261	0.711202372917068	-0.491667957179218	1	1
62	LINC00982_ENSG00000177133	0.00241978252264521	0.00269260749188949	0.00216441677700982	0.803836720921765	-0.315025610695908	1	1
63	PRDM16_ENSG00000142611	0.00357963281856725	0.00448586325619357	0.00273139589925976	0.608889692633531	-0.715747203873519	1	1
64	ARHGEF16_ENSG00000130762	0.0713211368206289	0.0722078779197846	0.0704911420345994	0.976225088804129	-0.0347142656837447	1	1
65	MEGF6_ENSG00000162591	0.0276418038264097	0.0280227257176297	0.0272852587379975	0.973683253118795	-0.0384755663934177	0.459130786266364	1
66	TPRG1L_ENSG00000158109	0.0950914267585586	0.0942321457638206	0.0958957187283861	1.0176539858143	0.0252471117025351	0.856172692144786	1
67	WRAP73_ENSG00000116213	0.259088215593508	0.259957826430805	0.258274254831433	0.993523674118657	-0.00937374983148507	1	1
68	TP73_ENSG00000078900	0.00732795397744611	0.00802379369479444	0.00667664398644498	0.832105639851702	-0.265161397752468	0.828795186421361	1
69	TP73-AS1_ENSG00000227372	0.0957104785650081	0.0935395974829747	0.0977424357855469	1.04493111383484	0.0634078370385761	0.160575147385238	0.979226042139409
70	SMIM1_ENSG00000235169	0.0897247569521583	0.0901731921327419	0.0893050190352951	0.990372159652852	-0.013957335358714	1	1
71	LRRC47_ENSG00000130764	0.46818781655747	0.463487399417231	0.472587434125976	1.01963383410247	0.0280511516406436	0.0753869486153596	0.6114122985566
72	CEP104_ENSG00000116198	0.125523592359252	0.123762620301609	0.127171872367452	1.0275467023689	0.0392039664080018	0.176062729875907	1
73	DFFB_ENSG00000169598	0.0531774089223152	0.0538293295369391	0.0525672074649133	0.976553264124168	-0.0342293597439503	0.799738913657609	1
74	C1orf174_ENSG00000198912	0.418910831664042	0.436860782477614	0.402109574116673	0.920452442162802	-0.119584912397846	0.586855568506449	1
75	NPHP4_ENSG00000131697	0.0299788010017364	0.0296875768547274	0.0302513884839378	1.01899150045049	0.0271420178343725	1	1
76	KCNAB2_ENSG00000069424	0.0102092702955308	0.00799886285679364	0.0122782244140437	1.53499624057381	0.618235122232483	1	1
77	CHD5_ENSG00000116254	0.0101252536656234	0.00912700566308055	0.0110596195567092	1.21174676174972	0.277088227077156	1	1
78	RP1-120G22.11_ENSG00000226944	0.00396997037204047	0.00489406428555682	0.00310501313621308	0.63444469770789	-0.656433679945858	0.76126587757041	1
79	RNF207_ENSG00000158286	0.021621740563617	0.0213537750885809	0.0218725577946304	1.02429466002604	0.0346307967903431	1	1
80	ICMT_ENSG00000116237	0.714214299431253	0.70656737872922	0.72137186133733	1.02095268342948	0.0299160053308279	1	1
81	LINC00337_ENSG00000225077	0.0621987358029103	0.0565024696846216	0.0675304737617332	1.19517738142539	0.257224750684398	1	1
82	GPR153_ENSG00000158292	0.0314810378137073	0.0304859161121018	0.0324124774690745	1.06319512754311	0.0884063980962648	1	1
83	ACOT7_ENSG00000097021	1.29983057264423	1.33747730757462	1.26459301149699	0.945506143794101	-0.0808412622094331	0.20882643060999	1
84	RP1-202O8.3_ENSG00000271746	0.00598639905073866	0.00563337222007226	0.00631683420149535	1.12132377459239	0.165202906649312	0.769709626299382	1
85	HES2_ENSG00000069812	0.00627786656297033	0.00772499902520707	0.00492334222718134	0.637325935073418	-0.649896724517832	0.152624573566172	0.947769490891845
86	ESPN_ENSG00000187017	0.110242399339557	0.113331229282054	0.107351236688311	0.947234379864875	-0.0782066503642909	1	1
87	TNFRSF25_ENSG00000215788	0.0316581410444321	0.0295468662484095	0.033634306437288	1.13833751960408	0.186928383358729	0.0558560211570356	0.508022295050278
88	PLEKHG5_ENSG00000171680	0.0413231294179707	0.0375053009644374	0.0448966388824639	1.19707448621823	0.259512924674299	1	1
89	NOL9_ENSG00000162408	0.165072078322456	0.154645699144276	0.17483122940195	1.13052758899452	0.176996199537399	1	1
90	ZBTB48_ENSG00000204859	0.0652357379405152	0.0629390990271972	0.0673854052168617	1.07064457957594	0.0984796300559782	0.146786923975551	0.924473666870101
91	KLHL21_ENSG00000162413	0.0727560148620474	0.0677047403687683	0.0774840369377331	1.14444035256172	0.194642272587022	1	1
92	PHF13_ENSG00000116273	0.127122388412922	0.123913872905085	0.13012557744401	1.05012920985597	0.0705668507007621	1	1
93	THAP3_ENSG00000041988	0.112530327324543	0.11145686200077	0.113535097062366	1.01864609342386	0.0266529053340159	0.125464873704514	0.844175930075119
94	DNAJC11_ENSG00000007923	0.295757425358767	0.290484446324856	0.300692964163899	1.03514307897789	0.0498301929085717	0.0212840015570291	0.267778924952118
95	RP11-312B8.1_ENSG00000237436	0.00327969083202161	0.00407088371963128	0.00253912972339026	0.623729366463026	-0.681007909317365	0.910417527645923	1
96	CAMTA1_ENSG00000171735	2.05880430817839	2.06323655814968	2.05465569662756	0.995841067526537	-0.00601258290256459	6.97312277237366e-05	0.00429506670222691
97	VAMP3_ENSG00000049245	0.197586217947531	0.198303296679805	0.196915028115993	0.992999266340723	-0.0101354430420636	1	1
98	PER3_ENSG00000049246	0.0163249333201894	0.0168254882831267	0.0158564109862695	0.942404209580705	-0.0855821113984838	1	1
99	PARK7_ENSG00000116288	7.84450490264772	8.04989510895756	7.65225848427259	0.950603502368311	-0.0730843778251855	0.00268078137297433	0.0633945403614419
100	ERRFI1_ENSG00000116285	0.252222078292014	0.250843407867883	0.253512521765054	1.01064055826644	0.0152699833821218	0.0391566008439716	0.401324623323284
101	SLC45A1_ENSG00000162426	0.00557762297458096	0.00565337283322079	0.00550672066975558	0.974059350445908	-0.0379184149972652	1	1
102	RERE_ENSG00000142599	0.398105476527644	0.370260398622496	0.424168630135688	1.14559545582987	0.196097675067539	1	1
103	ENO1_ENSG00000074800	11.6823874931139	12.1573379625603	11.2378311128602	0.92436610279884	-0.113463738825504	0.245533124441973	1
104	ENO1-AS1_ENSG00000230679	0.00541401051774849	0.00295826490889931	0.00771260257928776	2.60713722969368	1.38246652279981	1	1
105	GPR157_ENSG00000180758	0.010995720240512	0.0110100255743934	0.0109823303654456	0.997484546356346	-0.00363360449750695	0.603635656041339	1
106	RP3-510D11.2_ENSG00000234546	0.0199191965874079	0.0196088210828008	0.0202097098508401	1.03064379880371	0.0435458084654504	0.642953349434464	1
107	H6PD_ENSG00000049239	0.0163091170101304	0.0173228803904556	0.015360228635904	0.88670176608545	-0.173479145872313	0.40551113765208	1
108	SPSB1_ENSG00000171621	0.0224498195341456	0.0229930636943518	0.0219413398652305	0.954259082517147	-0.0675470819924139	1	1
109	SLC25A33_ENSG00000171612	0.772493158681349	0.762856037172216	0.781513560027954	1.02445746241309	0.034860081918952	8.38151711046512e-05	0.00497064470123606
110	TMEM201_ENSG00000188807	0.0701719755427323	0.0682704383015873	0.0719518253738658	1.05392358924101	0.075770273598332	1	1
111	PIK3CD_ENSG00000171608	0.022409983345708	0.0188527045700294	0.0257396168081449	1.36530102153427	0.449219071581683	1	1
112	RP11-558F24.4_ENSG00000231789	0.116926625815063	0.119890263289526	0.114152644036359	0.952142742073129	-0.070750221098007	1	1
113	CLSTN1_ENSG00000171603	0.272273008451698	0.263469872425111	0.280512794573863	1.06468641743316	0.0904285753985996	1	1
114	CTNNBIP1_ENSG00000178585	0.927365623062955	0.898708890310417	0.954188490292066	1.06173255943032	0.0864204104229771	1.80188110435108e-05	0.00135591553102419
115	LZIC_ENSG00000162441	0.239666158052889	0.227484166073148	0.251068572845964	1.10367493782065	0.142315321890639	0.00029979336865364	0.0127196904524774
116	NMNAT1_ENSG00000173614	0.0141849417046048	0.0118628832383863	0.0163584018291578	1.37895665838004	0.463577112600386	0.0576177255892737	0.517845395113061
117	RBP7_ENSG00000162444	0.0598420488982019	0.0629867460695868	0.0568985941983164	0.903342333884906	-0.146655274618287	1	1
118	UBE4B_ENSG00000130939	0.178218763065075	0.167525581474274	0.188227642742451	1.1235755225321	0.168097100326138	1	1
119	KIF1B_ENSG00000054523	0.255617892232262	0.252523924201686	0.258513864163602	1.02372028702172	0.0338215789593275	1	1
120	PGD_ENSG00000142657	1.12475905394787	1.14190991497488	1.10870574905211	0.970922254472674	-0.0425723168301994	0.00600974665358623	0.114233337588001
121	RP4-736L20.3_ENSG00000271989	0.00337673452723514	0.0031239756469665	0.00361331829779163	1.15664099408083	0.20994114065012	1	1
122	APITD1_ENSG00000175279	0.432146603198802	0.431296218158916	0.432942568503551	1.00381721488694	0.00549659281102551	0.218957364799298	1
123	APITD1-CORT_ENSG00000251503	0.00471486426342785	0.00466542399058878	0.00476114064411594	1.02051617467571	0.0292990485533919	1	1
124	CORT_ENSG00000241563	0.00314567960695101	0.00287162221209135	0.00340219891007449	1.1847654944822	0.244601528804623	1	1
125	DFFA_ENSG00000160049	0.953128355153678	0.93495797020603	0.970135940322628	1.03762518876527	0.0532854071248209	1	1
126	PEX14_ENSG00000142655	0.127815439760823	0.129087497047507	0.126624786799678	0.980922162841821	-0.0277894332006014	1	1
127	CASZ1_ENSG00000130940	0.0168834559078826	0.0143790392467949	0.0192276043551889	1.33719673652569	0.419211739125723	1	1
128	TARDBP_ENSG00000120948	0.624080663527508	0.614422892418728	0.633120393018547	1.03043099602981	0.0432478964164074	0.000343099121987835	0.0141799489457822
129	RP4-635E18.8_ENSG00000271895	0.0116108404479323	0.0117390213414232	0.0114908623919164	0.978860337477102	-0.0308250622317282	1	1
130	SRM_ENSG00000116649	2.15123230220044	2.13815606231807	2.16347173819091	1.0118399570167	0.0169811166353932	2.22496971686453e-10	1.14499812558516e-07
131	EXOSC10_ENSG00000171824	0.225557765533191	0.216249815690294	0.234270060300609	1.08333068193742	0.115473686502633	0.000917912442111466	0.0296426258886725
132	RP4-635E18.6_ENSG00000230337	0.030191164844947	0.0291604943661329	0.0311558783609268	1.06842764631286	0.0954892123121952	0.0545516915266914	0.500369397059915
133	MTOR_ENSG00000198793	0.196740207011116	0.18630268291387	0.206509789799171	1.10846385338768	0.148561725199715	1	1
134	UBIAD1_ENSG00000120942	0.1989486515128	0.192820669090602	0.204684478423437	1.06152768470718	0.0861419973091713	1	1
135	PTCHD2_ENSG00000204624	0.00463327912490449	0.00452048355046248	0.00473885643350474	1.04830741680719	0.0680618501456546	1	1
136	FBXO2_ENSG00000116661	0.804182813251912	0.799572179334379	0.808498393205843	1.01116373743631	0.0160166313265443	1	1
137	FBXO44_ENSG00000132879	0.0973635172875374	0.0960255831789285	0.0986158313341672	1.02697456312671	0.0384004483499432	1	1
138	FBXO6_ENSG00000116663	0.0133035360170144	0.0133283473507698	0.0132803124654377	0.996396035902431	-0.00520881296666254	1	1
139	MAD2L2_ENSG00000116670	3.68147048111239	3.6917207097724	3.67187620793445	0.994624592866567	-0.00777599154882036	0.000436081659571818	0.0168854629008476
140	DRAXIN_ENSG00000162490	0.176103176199576	0.175529348224185	0.176640282495999	1.00632905142675	0.00910211750977148	1	1
141	AGTRAP_ENSG00000177674	1.0141591270769	1.02617242589432	1.00291461005727	0.977335372447975	-0.0330743872042274	1	1
142	C1orf167_ENSG00000215910	0.0149568260296998	0.0149639315300121	0.0149501752404029	0.999080703518221	-0.00132687446437179	0.541853933240779	1
143	MTHFR_ENSG00000177000	0.0619527284197017	0.0612113016920006	0.0626467081154673	1.02345002285182	0.0334406543454428	1	1
144	CLCN6_ENSG00000011021	0.0549224191540068	0.0520284447147571	0.0576311959297391	1.1076863097811	0.147549376515078	1	1
145	NPPA-AS1_ENSG00000242349	0.00550008897992652	0.00355699558335268	0.0073188356123544	2.05758917627217	1.04095495865548	1	1
146	NPPB_ENSG00000120937	0.00496288640769072	0.00592026428788419	0.00406677518697788	0.68692460154195	-0.541776340750988	1	1
147	KIAA2013_ENSG00000116685	0.170582802589514	0.158316397688628	0.182064228363911	1.15000234354744	0.201636801187762	1	1
148	PLOD1_ENSG00000083444	0.11174878732137	0.108683826040272	0.114617608767805	1.05459674124221	0.0766914438359101	1	1
149	MFN2_ENSG00000116688	0.186601233385629	0.174991101763837	0.197468383583563	1.12844814160928	0.174340120291213	1	1
150	MIIP_ENSG00000116691	0.482645829926454	0.471209773821315	0.493350044436243	1.04698601736416	0.0662421750155259	1	1
151	TNFRSF8_ENSG00000120949	0.0865152082290475	0.0845919026530405	0.088315433347233	1.04401757824818	0.0621460029403446	1	1
152	TNFRSF1B_ENSG00000028137	0.00291935949502003	0.0034471353428164	0.00242535825578523	0.703586605857968	-0.507200076327371	0.34991361659957	1
153	VPS13D_ENSG00000048707	0.0477974261869689	0.0456195768376765	0.0498359057458748	1.09242367423093	0.127532484618132	1	1
154	DHRS3_ENSG00000162496	0.110506118323307	0.108360640660617	0.112514297796742	1.03833178828404	0.0542675157833895	0.0427910771780146	0.425536559986869
155	RP11-474O21.5_ENSG00000272482	0.00188947144074251	0.00162616227643023	0.00213593033804759	1.31347920746041	0.393393362609965	1	1
156	PDPN_ENSG00000162493	1.63752182123718	1.72290342954145	1.55760414314282	0.904057718172501	-0.145513212663861	0.0957158402199301	0.71353027991988
157	PRDM2_ENSG00000116731	0.111065840978052	0.10445772515659	0.117251075521162	1.12247395149947	0.166681965698193	1	1
158	KAZN_ENSG00000189337	0.0533332382403788	0.0510761456494395	0.0554458899307643	1.08555352456147	0.118430861573204	1	1
159	TMEM51_ENSG00000171729	0.0846559358045212	0.0874722203626279	0.0820198772058729	0.937667717429013	-0.0928513313652627	1	1
160	FHAD1_ENSG00000142621	0.00705393062561865	0.00696925466664317	0.00713318781186908	1.02352233532382	0.0335425852233945	1	1
161	EFHD2_ENSG00000142634	0.123828238790488	0.123539690089691	0.124098322039595	1.00452188239665	0.00650899192712797	1	1
162	CASP9_ENSG00000132906	0.0700631197564986	0.072894675043485	0.0674127676674944	0.924796874768694	-0.11279157244164	0.469910353836558	1
163	DNAJC16_ENSG00000116138	0.041878109117948	0.0431775369296075	0.0406618371874757	0.941735913601716	-0.0866055462516607	0.479109761082588	1
164	AGMAT_ENSG00000116771	0.0684535612112751	0.0695375519333377	0.0674389396399134	0.969820446146333	-0.0442104253529776	0.343214643566146	1
165	DDI2_ENSG00000197312	0.160186045930417	0.14973796183539	0.169965512937335	1.1350863258322	0.182802021845749	1	1
166	PLEKHM2_ENSG00000116786	0.108338165416837	0.0983321598181054	0.117703844400069	1.19700253322816	0.259426205474267	1	1
167	SLC25A34_ENSG00000162461	0.00183689721342582	0.00192443115016612	0.00175496494349465	0.911939584506908	-0.132989845080023	1	1
168	TMEM82_ENSG00000162460	0.00490422328403748	0.0044232873959663	0.0053543820506647	1.21049834011407	0.275601101054455	1	1
169	FBLIM1_ENSG00000162458	0.318612643096481	0.301437225857686	0.334688932748168	1.11031055237412	0.150963252888177	1	1
170	RP11-169K16.9_ENSG00000179743	0.196353531570911	0.189342742370058	0.202915670720884	1.07168443945054	0.0998801626434626	1	1
171	SPEN_ENSG00000065526	0.0985968708487714	0.0925970900340907	0.104212700314945	1.12544249799403	0.170492347349066	1	1
172	ZBTB17_ENSG00000116809	0.0843586385777751	0.0820799484542575	0.0864915056832893	1.05374707601687	0.075528627920085	1	1
173	CLCNKA_ENSG00000186510	0.00153897733226955	0.00180667488581706	0.00128841087731571	0.71313930770285	-0.487744168427491	1	1
174	CLCNKB_ENSG00000184908	0.00318551723686489	0.00347953542163036	0.00291031451919952	0.836408935833127	-0.257719619744574	0.902527996371642	1
175	FAM131C_ENSG00000185519	0.00652960533631791	0.0072802438987378	0.00582700331009575	0.800385727613603	-0.321232653386662	0.595030932524419	1
176	EPHA2_ENSG00000142627	0.0816548915137397	0.081130667887351	0.0821455678532376	1.0125094491678	0.0179353719023654	1	1
177	ARHGEF19_ENSG00000142632	0.122960543792683	0.124507882393976	0.121512225932467	0.975940025611954	-0.0351356022331757	1	1
178	RSG1_ENSG00000132881	0.0160601351038062	0.0173104097408136	0.0148898708284621	0.860168595163612	-0.217308635575038	0.8551465409904	1
179	FBXO42_ENSG00000037637	0.059971086520264	0.0564570664156738	0.0632602296169243	1.12050153564766	0.164144626063606	0.061867434504676	0.53991859007281
180	SZRD1_ENSG00000055070	0.590964394206532	0.570852000756541	0.609789710540647	1.06820981573596	0.0951950462688457	0.000110636023789527	0.00612839058164698
181	NECAP2_ENSG00000157191	0.313554463009757	0.306471685820501	0.320183983332306	1.04474246120027	0.0631473482959006	1	1
182	RP4-798A10.2_ENSG00000226029	0.00321747281638764	0.00226862372140229	0.00410560104492762	1.80973204423246	0.855776102239568	1	1
183	RP4-798A10.7_ENSG00000261135	0.00475188233234038	0.00408143766982951	0.00537942240546344	1.3180214523987	0.398373852149717	1	1
184	RP4-798A10.4_ENSG00000224174	0.00220843106973427	0.00268000251127897	0.00176703747909633	0.659341725113925	-0.600901712586926	1	1
185	NBPF1_ENSG00000219481	0.0885925682326436	0.0879619301006201	0.0891828491635143	1.01388008495832	0.0198870299879407	1	1
186	CROCCP2_ENSG00000215908	0.0598226185023808	0.0563336543092888	0.063088309121286	1.11990443181463	0.163375623684832	1	1
187	CROCC_ENSG00000058453	0.0699664290670365	0.069731971746555	0.0701858824720172	1.00650936312416	0.00936059309379377	0.764020915469239	1
188	U1_ENSG00000228549	0.00338178136631094	0.00297885542082266	0.00375892237649954	1.26186801488387	0.335561019488164	1	1
189	RP11-108M9.4_ENSG00000238142	0.0702362896793731	0.0705678780721282	0.0699259210302186	0.990902985048616	-0.0131842784852966	1	1
190	RP11-108M9.6_ENSG00000272426	0.00290916739134233	0.00392142981754894	0.00196168391883257	0.500247106311521	-0.999287178027894	0.861799246838374	1
191	MFAP2_ENSG00000117122	0.0107176892522533	0.00897461108836962	0.012349220472632	1.37601733947397	0.460498649847784	0.235130314928228	1
192	ATP13A2_ENSG00000159363	0.180985697261695	0.168467657607852	0.192702654616997	1.14385548747616	0.193904796285106	1	1
193	SDHB_ENSG00000117118	1.29775397008878	1.3463089816413	1.25230619907357	0.93017740812133	-0.104422194357374	0.10333225171885	0.74609622390929
194	PADI2_ENSG00000117115	0.00475093815006511	0.00401869708219389	0.00543632001522115	1.35275685229138	0.4359025492056	1	1
195	RCC2_ENSG00000179051	1.16504523693499	1.09730338954199	1.22845199702058	1.11951900333902	0.162879017507415	1	1
196	ARHGEF10L_ENSG00000074964	0.0571417657262938	0.0546579750122582	0.0594666081681307	1.08797678938515	0.121647778834465	1	1
197	ACTL8_ENSG00000117148	0.0209347735528094	0.0221471517848037	0.0197999805312507	0.894019272710112	-0.161622162423284	0.369219448527098	1
198	IGSF21_ENSG00000117154	0.17811386584022	0.172748562159097	0.183135821047933	1.0601293507686	0.084240304719773	0.0385764809807356	0.396527449153141
199	KLHDC7A_ENSG00000179023	0.0445575019256812	0.0400614400808652	0.0487658417583753	1.21727630509388	0.283656677290905	1	1
200	ALDH4A1_ENSG00000159423	0.0777386402017873	0.0759194610360578	0.0794414023990586	1.04639049480775	0.0654213408683599	1	1
201	IFFO2_ENSG00000169991	0.0115897781986664	0.0105827042248707	0.012532405249778	1.18423467040922	0.243954996751278	1	1
202	UBR4_ENSG00000127481	0.26275924811331	0.255537532366598	0.269518815727428	1.0547132283518	0.0768507901415128	1	1
203	RP1-43E13.2_ENSG00000230424	0.00692672888533329	0.0051859786869587	0.00855608111656129	1.64984887772051	0.722333883048002	1	1
204	EMC1_ENSG00000127463	0.122267174569722	0.121561514498944	0.122927676468205	1.01123844149929	0.0161232126805174	1	1
205	MRTO4_ENSG00000053372	1.25456514722022	1.2679122575995	1.24207217488149	0.97961997562281	-0.0297059024083572	0.0149103828306944	0.213637466292328
206	AKR7A3_ENSG00000162482	0.00349255500439684	0.00308540522917316	0.0038736495435927	1.25547513401693	0.328233454825482	1	1
